tconst	Budget	Box_Office	Star_1	Star_2	Star_3	Star_num1	Star_num2	Star_num3
tt4669986	9000000	12957265	Ruth Negga	Joel Edgerton	Will Dalton	nm1550948	nm0249291	nm3286200
tt4675030	526500	21567	Urvashi Rautela	Riteish Deshmukh	Vivek Oberoi	nm5856898	nm1299011	nm1059103
tt4675926	3237760	246799	Mikkel Boe Følsgaard	Cecilie Lassen	Karen-Lise Mynster	nm3140538	nm7030758	nm0617073
tt4675996	1467110	34723	Josephine Bloéb	Gerti Drassl	Peter Drassl	nm4235915	nm1096341	nm7318390
tt4676372	607080	21782	Mihail Bilalov	Deyan Donkov	Valentin Ganev	nm0082099	nm1089542	nm0304282
tt4677924	5000000	43682	Kirsten Dunst	Joe Cole	Pilou Asbæk	nm0000379	nm3771184	nm1561982
tt4678200	351000	14428	Anita Devgan	Hardeep Gill	Ravinder Grewal	nm4304671	nm3544533	nm4167623
tt4679076	293000	20698	Salvador Banchero	Fernando De Meersman	Jorge Garibaldi	nm5608131	nm7321948	nm7321949
tt4679144	250000	2042	Don Gordon Bell	Jomar Bisuyo	Raymond Camacho	nm0068157	nm8411759	nm6003436
tt4679438	374366	62463	Pedro Casablanc	Manolo Solo	Pedro Civera	nm0142677	nm1254805	nm0163019
tt4680182	15000000	4531320	Anne Hathaway	Jason Sudeikis	Austin Stowell	nm0004266	nm0837177	nm3271473
tt4682708	400000	8438	Noé Hernández	María Evoli	Diego Gamaliel	nm2084963	nm7785329	nm7931395
tt4682786	36000000	88528280	Will Smith	Edward Norton	Kate Winslet	nm0000226	nm0001570	nm0000701
tt4682788	14754067	17535962	Javier Bardem	Penélope Cruz	Peter Sarsgaard	nm0000849	nm0004851	nm0765597
tt4684710	3871530	41258	Louis Morissette	Julie Perreault	Christine Beaulieu	nm1747867	nm1747936	nm2336836
tt4685806	13000000	221359	Dot Cosgrove	Uma Thurman	Tim Roth	nm3525624	nm0000235	nm0000619
tt4687276	1000000	621738	Sean Astin	Danny Trejo	Keith David	nm0000276	nm0001803	nm0202966
tt4687848	50000000	102205175	Jackie Chan	Jaycee Chan	Zitao Huang	nm0000329	nm1548493	nm7301909
tt4688658	1011800	1189	Christophe Miossec	Jean-Marc Barr	Jerzy Radziwilowicz	nm1616985	nm0000852	nm0705956
tt4693612	5000000	3358085	Pierre Richard	Yaniss Lespert	Fanny Valette	nm0007069	nm1293391	nm0884660
tt4694404	3024000	10845468	Bruna Felix	Christian Monassa	Danni Suzuki	nm8037246	nm4721948	nm0840558
tt4695012	5000000	19280931	Joel Edgerton	Christopher Abbott	Carmen Ejogo	nm0249291	nm3571592	nm0252238
tt4695098	5059000	41249	Shauna Macdonald	Steve Wall	Leah McNamara	nm0531933	nm2425811	nm7388592
tt4699534	2630680	1531866	Belén Cuesta	Carla Diego	Verónica Forqué	nm3177382	nm6605716	nm0286579
tt4700756	3500000	890303	Ryan O'Quinn	Shawnee Smith	Danielle Nicolet	nm0642367	nm0809938	nm0630379
tt4701182	135000000	467989645	Hailee Steinfeld	Jorge Lendeborg Jr.	John Cena	nm2794962	nm7449863	nm1078479
tt4701660	60720000	553810228	Chao Deng	Show Lo	Yuqi Zhang	nm2874732	nm3881333	nm2514879
tt4701724	50000000	54622814	Eddie Redmayne	Tom Hiddleston	Maisie Williams	nm1519666	nm1089991	nm3586035
tt4703182	1000000	5199	Connor Rosen	Logan Shroyer	Michael Gross	nm3603365	nm6026551	nm0343447
tt4703424	316693	38695	Darya Charusha	Aleksandr Molochnikov	Svetlana Ustinova	nm1748780	nm6615978	nm1801747
tt4704314	2000000	925	Alice Cooper	Tony DeSare	Paul Gambaccini	nm0004840	nm3814884	nm1449900
tt4706702	2000000	2346979	Anna Chipovskaya	Andrey Fedortsov	Pyotr Fyodorov	nm2246436	nm0270206	nm1215228
tt4707756	168000	74664	Ana Maria Guran	Crina Muresan	Mircea Rusu	nm7348187	nm0613835	nm0751853
tt4714782	6000000	2840408	Kristen Stewart	Lars Eidinger	Sigrid Bouaziz	nm0829576	nm1955257	nm3335498
tt4714896	12000000	155111	Joseph Fiennes	Jesse Kove	Bruce Locke	nm0001212	nm2743389	nm0516726
tt4717208	5500000	19224	Michael Jai White	Quinton 'Rampage' Jackson	Tom Berenger	nm0925220	nm1961693	nm0000297
tt4726636	7082600	4928465	Fabrice Luchini	Juliette Binoche	Valeria Bruni Tedeschi	nm0524528	nm0000300	nm0116254
tt4726988	1900000	5786238	Adrián Suar	Julieta Díaz	Federico D'Elía	nm0836809	nm0246638	nm0195627
tt4728386	810225	80051	Aaron Pedersen	Ian Meadows	Harriet Dyer	nm0669853	nm2405382	nm2976830
tt4729560	10000000	13780642	Rasmus Hardiker	Amy Saville	Jim Carter	nm1727356	nm8635663	nm0141697
tt4729896	697325	434336	Siobhan Finneran	Robert Emms	Jessica Baglow	nm0278239	nm3016166	nm0046749
tt4730986	2468792	2297612	Oulaya Amamra	Déborah Lukumuena	Kevin Mischel	nm4205963	nm7368024	nm8152807
tt4731008	13000000	39543581	Matthias Schweighöfer	Kaya Yanar	Ilka Bessin	nm0777788	nm0945883	nm2558242
tt4731136	40000000	26620002	Dane DeHaan	Jason Isaacs	Mia Goth	nm2851530	nm0005042	nm5301405
tt4733536	990000	51824	Stephen Dorff	Eddie Griffin	Luis Da Silva Jr.	nm0001151	nm0341176	nm1534888
tt4738360	6106499	3705618	Jakob Oftebro	Kristofer Hivju	Torkel Dommersnes Soldal	nm1939580	nm1970465	nm6406428
tt4742670	17000000	99967	Matthew Macfadyen	Eliza Bennett	Rosemary Harris	nm0532193	nm1146916	nm0365281
tt4743226	65000000	532377	Ye Liu	Bruce Willis	Seung-heon Song	nm1091782	nm0000246	nm1046846
tt4746506	5059000	1898410	Bérénice Bejo	Valerio Mastandrea	Fabrizio Gifuni	nm0067367	nm0557609	nm0317561
tt4747848	820144	63258	Ivo Canelas	João Tempera	Lúcia Moniz	nm0133852	nm2244829	nm0598159
tt4761916	1000000	16024987	Colin Woodell	Stephanie Nogueras	Betty Gabriel	nm6018521	nm5453200	nm3340597
tt4765284	45000000	185400345	Anna Kendrick	Rebel Wilson	Brittany Snow	nm0447695	nm2313103	nm0811242
tt4769214	7531110	653866	Naomi Battrick	Sean Biggerstaff	James Cosmo	nm3117921	nm0081801	nm0181920
tt4771896	1214160	2341847	Antonio de la Torre	Luis Callejo	Ruth Díaz	nm0209409	nm0130429	nm1699333
tt4771932	1214160	562537	Jarkko Lahti	Oona Airola	Eero Milonoff	nm1438556	nm5116716	nm0590480
tt4771956	2833040	267931	Tuulia Eloranta	Magnus Krepper	Elin Petersdottir	nm2977319	nm0470886	nm2890502
tt4776998	90000000	12448676	Oscar Isaac	Charlotte Le Bon	Christian Bale	nm1209966	nm3114649	nm0000288
tt4778988	26000000	2510151	Woody Harrelson	Michael Stahl-David	Richard Jenkins	nm0000437	nm1221863	nm0420955
tt4779682	130000000	530243742	Jason Statham	Bingbing Li	Rainn Wilson	nm0005458	nm0508356	nm0933988
tt4786282	4900000	148868835	Teresa Palmer	Gabriel Bateman	Maria Bello	nm1954240	nm5145655	nm0004742
tt4791984	697325	455	Justin Salinger	Amy Loughton	Haydn May	nm0758411	nm2553833	nm8835716
tt4795124	10000000	61881372	Eugenio Derbez	Salma Hayek	Raphael Alejandro	nm0220240	nm0000161	nm6004682
tt4796568	6070800	1279267	Gérard Lanvin	Jalil Lespert	Alice Taglioni	nm0487254	nm0504267	nm0998117
tt4799050	20000000	47347283	Scarlett Johansson	Kate McKinnon	Zoë Kravitz	nm0424060	nm0571952	nm2368789
tt4805816	1416520	139896	Laura Birn	Lauri Tilkanen	Kaija Pakarinen	nm1285342	nm2919325	nm0657090
tt4806012	4553100	7179946	María León	Miki Esparbé	Jordi Sánchez	nm2725254	nm3639136	nm0844983
tt4809458	1558172	506588	Niek Roozen	Martijn van Eijzeren	Simon Kindermans	nm6014077	nm7726058	nm7726059
tt4809638	1800000	4243953	Samantha Schmütz	Marcelo Adnet	João Camargo	nm2277412	nm2367991	nm0131258
tt4810964	300000	551	Muhammet Uzuner	Ezel Akay	Güven Kiraç	nm1959252	nm0015121	nm0456077
tt4811134	101180	116366	Francesco Albanese	Barbara Tabita	Shalana Santana	nm2298771	nm1987886	nm5638222
tt4811564	1517700	102428	Nuria García	Marta López Mazorra	Ángela Peral	nm2558348	nm6588456	nm8593113
tt4813906	300000	547	Karen Simpson	Martin Lindquist	Nosa Obaseki	nm7782041	nm3710008	nm2123097
tt4817256	1315340	230141	Filip Plawiak	Adam Woronowicz	Julia Kijowska	nm3973737	nm0941575	nm1717476
tt4818250	12880000	186699768	Chengpeng Dong	Shanshan Yuan	Yan Liu	nm3934959	nm5078169	nm4718714
tt4823592	505900	87492	Alain Bergala	Xanaë Bove	Emmanuel Chaumet	nm0073935	nm0100587	nm2055216
tt4824302	25000000	48782670	Jennifer Aniston	Kate Hudson	Julia Roberts	nm0000098	nm0005028	nm0000210
tt4824308	5000000	24487848	Melissa Joan Hart	Jesse Metcalfe	David A.R. White	nm0004997	nm0582462	nm0924684
tt4834220	3800000	847307	Dean O'Gorman	James Rolleston	Ashleigh Cummings	nm0641063	nm2034752	nm2913280
tt4837538	123000	2103	Petra Nesvacilová	Halka Tresnáková	Tereza Nvotová	nm2208237	nm1221972	nm3208961
tt4843762	404720	211834	Leopold Witte	Tim Linde	Helen Belbin	nm0936949	nm5162263	nm4083098
tt4844752	202360	8665	Isa Çelik	Bilge Güler	Serhat Saymadi	nm7445060	nm7445061	nm7445062
tt4846232	4500000	3283369	Robert Pattinson	Benny Safdie	Jennifer Jason Leigh	nm1500155	nm1509478	nm0000492
tt4846340	25000000	235956898	Taraji P. Henson	Octavia Spencer	Janelle Monáe	nm0378245	nm0818055	nm1847117
tt4846952	702000	545546	Amrinder Gill	Sargun Mehta	Aditi Sharma	nm3760302	nm6293193	nm2586396
tt4847546	1200000	8708	Robert Rusler	Caroline Williams	Sophie Monk	nm0750852	nm0930226	nm0598241
tt4849404	250000	919175	Jennylyn Mercado	Sam Milby	Melai Cantiveros	nm1717582	nm2049965	nm3706447
tt4849438	43875000	254158390	Prabhas	Rana Daggubati	Anushka Shetty	nm1659141	nm2281292	nm2011932
tt4853102	3500000	4462034	Kevin Conroy	Mark Hamill	Tara Strong	nm0175834	nm0000434	nm0152839
tt4853910	1500000	189787	Aleksandra Bortich	Ivan Shakhnazarov	Ilya Malanin	nm6786155	nm7452708	nm7452709
tt4857264	4047200	31191910	Mario Casas	Ana Wagener	Jose Coronado	nm1832584	nm0905676	nm0180580
tt4857596	5686316	8405304	André Dussollier	Bérengère Krief	Arnaud Ducret	nm0244707	nm3757235	nm3143558
tt4857878	2023600	327747	Pilar López de Ayala	Miki Esparbé	Karra Elejalde	nm0529813	nm3639136	nm0253216
tt4862468	20000000	53306108	Jing Wu	Yan Tang	Karen Mok	nm0943104	nm2874672	nm0596297
tt4863784	500000	6263	Diego Calva Hernández	Eduardo Eliseo Martinez	Shvasti Calderón	nm3886586	nm7461196	nm7461197
tt4866320	1416520	250327	Dani Rovira	Carmen Maura	Carolina Bang	nm3657043	nm0560962	nm3016653
tt4871980	5000000	10414738	Terrence Jenkins	Cassie Ventura	Paula Patton	nm2413125	nm0144260	nm1745736
tt4877122	50000000	217776646	T.J. Miller	James Corden	Anna Faris	nm2554352	nm0179479	nm0267506
tt4881642	1214160	1074	Edoardo Gabbriellini	Elena Radonicich	Stefan Velniciuc	nm0299998	nm3320209	nm0892649
tt4881806	170000000	1308467944	Chris Pratt	Bryce Dallas Howard	Rafe Spall	nm0695435	nm0397171	nm1245863
tt4895910	222596	24070	Nina Ivanisin	Lotos Sparovec	Nika Rozman	nm2726899	nm0817075	nm4731832
tt4898888	708260	400471	Valeria Golino	Massimiliano Gallo	Adriano Giannini	nm0000420	nm2691468	nm0316271
tt4901756	1000000	2332251	Alina Babak	Valeriya Dmitrieva	Igor Khripunov	nm5816818	nm6798175	nm3052061
tt4902266	12000000	1422565	Geng Han	Rhydian Vaughan	Yuan Li	nm3868381	nm3120546	nm7059959
tt4902904	2000000	2308355	Brett Dalton	Anjelah Johnson-Reyes	Neil Flynn	nm3474430	nm2269297	nm0283568
tt4905556	253826	49853	Chris Hoy	Charlie Milarvie	Euan Obree	nm1777543	nm7490025	nm7490026
tt4911876	1500000	23638	Lyndon Ogbourne	Billy Zane	Billy Boyd	nm1137544	nm0000708	nm0101710
tt4912910	178000000	791115104	Tom Cruise	Henry Cavill	Ving Rhames	nm0000129	nm0147147	nm0000609
tt4913118	250000	8823	Rocio Barrios	Hoovert Carabalí	Dilfredis Cardales	nm10559568	nm10559570	nm10559563
tt4914580	8620000	54491162	Byung-Hun Lee	Kang-ho Song	Yoo Gong	nm0496932	nm0814280	nm1508003
tt4919484	2000000	2008649	Greg Kinnear	Jennifer Ehle	Paulina García	nm0001427	nm0000383	nm1257208
tt4924082	3024000	470903	Mariana Ximenes	Bruno Garcia	Miá Mello	nm0944543	nm0305132	nm4543718
tt4924942	5059000	3955278	Marta Etura	Elvira Mínguez	Nene	nm1011070	nm0617799	nm4729886
tt4925292	10000000	78965611	Saoirse Ronan	Laurie Metcalf	Tracy Letts	nm1519680	nm0582418	nm0504832
tt4926026	2883630	20771	Jean-Hugues Anglade	Sebastien Dewaele	Benoit Dobbelstein	nm0000767	nm1884723	nm3232315
tt4934506	526500	29	Mr. Anil Grover	Gireesh Sahedev	Greesh Sehdev	nm7552525	nm3475833	nm7552524
tt4935794	101180	245419	Winnifred Anderson	Bridget Aspell	Dolly Atley	nm7616683	nm7616688	nm7616673
tt4936300	1173688	8645	Alexandru Potocean	Ada Condeescu	Giada Laudicina	nm2308578	nm3778527	nm5853323
tt4936450	2000000	2029693	Adrian Titieni	Maria Dragus	Lia Bugnar	nm0864458	nm2661864	nm0119518
tt4937564	2529500	49957	Hafsia Herzi	Ash Stymest	Karole Rocher	nm2082567	nm7514839	nm0734039
tt4937812	8775000	62398	Kamal Haasan	Prakash Raj	Trisha Krishnan	nm0352032	nm0695177	nm1375534
tt4938362	505	9325	Jernej Gasperin	Judita Frankovic	Zlatan Cordic Zlatko	nm4732380	nm1840475	nm7515478
tt4939066	12620000	2749918	Liam Neeson	Jon Gries	Josie Bissett	nm0000553	nm0340973	nm0084327
tt4940780	1123098	400538	Joonas Saartamo	Jani Volanen	Peter Franzén	nm0754396	nm0901346	nm0291918
tt4941354	2150850	3837	Linda Thorson	Stuart Margolin	Laura de Carteret	nm0861771	nm0546765	nm0213671
tt4943322	40000000	413844	Michiel Huisman	Hera Hilmar	Josh Hartnett	nm0401264	nm2623492	nm0001326
tt4944596	4047200	3369996	Antonio de la Torre	Roberto Álamo	Javier Pereira	nm0209409	nm0959304	nm0673144
tt4944658	6070800	674493	Maribel Verdú	Joaquín Furriel	Joaquín Rapalini	nm0893941	nm0299078	nm7705425
tt4947738	1994400	222565	Heidi Arena	Rudi Baker	Bailey Barbour	nm1580884	nm1361302	nm6334249
tt4949112	1011800	75507	Laura Benson	Tómas Lemarquis	Christian Bayerlein	nm0072556	nm1319365	nm8247612
tt4949254	1214160	1475550	Anja Knauer	Max von Thun	Max Giermann	nm0460556	nm0903111	nm2591117
tt4949290	7000000	37766	Steven Seagal	Luke Goss	Georges St-Pierre	nm0000219	nm0331577	nm2017048
tt4949628	151770	38027	Luigi Attrice	Antonio Casagrande	Marco Grieco	nm0041103	nm0142761	nm1705301
tt4950110	1500000	2082980	Masey McLain	Ben Davies	Cameron McKendry	nm4558567	nm3910031	nm4068476
tt4951982	20000000	6925477	Matthias Schoenaerts	Léa Seydoux	Peter Simonischek	nm0774386	nm2244205	nm0800638
tt4952054	505900	18892	Sara Sálamo	Diego Martínez	Nacho San José	nm4932005	nm5403101	nm4292002
tt4958666	4600000	3073989	Rajsekhar Aningi	Darbha Appaji Ambarisha	Joy Badlani	nm6845066	nm7896239	nm4442569
tt4960930	20000000	4970000	Gillian Chung	Julian Cheung	Kara Wai	nm1239735	nm0156492	nm0401192
tt4964310	10050000	2462699	Ervin Nagy	Andrea Petrik	Tibor Gáspár	nm0619453	nm3491416	nm1145433
tt4964788	10118000	17997350	Penélope Cruz	Javier Bardem	Ricardo Darín	nm0004851	nm0000849	nm0201857
tt4970552	4858060	5204792	Kari Ann Grønsund	Trond Høvik	Per Skjølsvik	nm0345039	nm0406082	nm0804342
tt4973112	1000000	148792	Jorge Lorenzo	Jose Manuel Lorenzo	Marc Marquez	nm2853519	nm7547720	nm7547718
tt4975280	2378500	208999	Károly Hajduk	Gábor Jászberényi	Zsolt Anger	nm1492922	nm5393410	nm0029771
tt4975722	4000000	65046687	Mahershala Ali	Naomie Harris	Trevante Rhodes	nm0991810	nm0365140	nm5218990
tt4981636	8500000	23316139	Griffin Gluck	Lauren Graham	Alexa Nisenson	nm3838034	nm0334179	nm6835961
tt4981966	12285000	336771	Suriya	Samantha Ruth Prabhu	Nithya Menon	nm1421814	nm3606487	nm3383930
tt4983736	3510000	19873	T.R. Silambarasan	Nayanthara	Andrea Jeremiah	nm1167656	nm1521381	nm1942975
tt4984868	2457000	22316	Gippy Grewal	Kainaat Arora	Jaggi Singh	nm3993149	nm3741799	nm7556827
tt4993990	407200	15462	Gys de Villiers	Juanita de Villiers	Gérard Rudolf	nm0212170	nm5862036	nm0748911
tt4997196	607080	130520	Milorad Mandic-Manda	Rados Bajic	Ljiljana Stjepanovic	nm0541805	nm0048040	nm0830656
tt5001130	3500000	29233	Oscar Isaac	Peter Agnefjall	Tasso Azevedo	nm1209966	nm7742907	nm7742914
tt5001718	10000000	61621140	Amandla Stenberg	Nick Robinson	Anika Noni Rose	nm3964350	nm3538718	nm0741242
tt5001868	1000000	11240	Juliana Betancourth	Jose Angel Bichir	Marcela Carvajal	nm4687842	nm1449321	nm0142389
tt5002394	57672	18840	Adrian Titieni	Alina Grigore	Robi Urs	nm0864458	nm2443054	nm5943198
tt5003186	2529500	1253363	Alain Hernández	Javier Gutiérrez	Alba Galocha	nm2523877	nm0349522	nm7642538
tt5004766	1011800	52366	Andrea Alzuri	Eva Ojanguren	Josu Cubero	nm8815944	nm4430507	nm8812786
tt5011242	1011800	406960	Majd Mastoura	Rym Ben Messaoud	Sabah Bouzouita	nm7573814	nm7573815	nm0100535
tt5013056	100000000	526940665	Fionn Whitehead	Barry Keoghan	Mark Rylance	nm7887725	nm4422686	nm0753314
tt5016946	1067449	129391	Fionn O'Shea	Ardal O'Hanlon	Amy Huberman	nm2760330	nm0641192	nm1074508
tt5027774	15000000	159210164	Frances McDormand	Woody Harrelson	Sam Rockwell	nm0000531	nm0000437	nm0005377
tt5028340	130000000	349537494	Emily Blunt	Lin-Manuel Miranda	Ben Whishaw	nm1289434	nm0592135	nm0924210
tt5028822	800000	10844	Clayton Snyder	Alix Kermes	Mary Beth Kraese	nm1032795	nm1390106	nm6423481
tt5029208	12647500	387904	Zornitsa Sophia	Valeri Yordanov	Goran Gunchev	nm1641326	nm1176906	nm3993478
tt5030004	1683635	3664336	Sami Hedberg	Aku Hirviniemi	Jaajo Linnonmaa	nm2597965	nm1715025	nm1375631
tt5030100	1100000	202336	Dmitriy Averin	Nina Loshchinina	Kseniya Rappoport	nm2659916	nm3166837	nm0710938
tt5032492	1112980	1128746	Mimosa Willamo	Miska Kajanus	Inka Kallén	nm4241408	nm1030377	nm0457877
tt5038448	6493500	6806042	Ram Charan	Rakul Preet Singh	Ali	nm2776304	nm5114849	nm0019382
tt5039860	15177000	5623134	Sveva Alviti	Riccardo Scamarcio	Jean-Paul Rouve	nm4254531	nm1249052	nm0746162
tt5040624	950000	195250	Andreas Muñoz	Javier Godino	Julio Perillán	nm1288059	nm1024390	nm0673768
tt5041296	5059000	1346352	Elliot Cowan	Franka Potente	Ana Ularu	nm1259002	nm0004376	nm0880367
tt5042486	4000000	554645	Odin Lund Biron	Ilya Butkovskiy	Sergey Druzyak	nm4055575	nm5783328	nm7615903
tt5044656	9000000	43368	Jonathan Rhys Meyers	Cam Gigandet	Michael Biehn	nm0001667	nm1544217	nm0000299
tt5052448	4500000	255413717	Daniel Kaluuya	Allison Williams	Bradley Whitford	nm2257207	nm4129745	nm0925966
tt5052474	35000000	75836683	Benicio Del Toro	Josh Brolin	Isabela Moner	nm0001125	nm0000982	nm5097044
tt5057300	6	2498851	Emily Glaister	Eilif Hellum Noraker	Gard B. Eidsvold	nm6110171	nm4936256	nm0251656
tt5057904	7082600	242189	Luce Rodriguez	Noémie Lvovsky	Mathieu Amalric	nm7609678	nm0527852	nm0023832
tt5061558	607080	102	Ramón Langa	Enrico Vecchi	Maribel Bayona	nm0485964	nm0891572	nm2824864
tt5066598	2529500	1165413	Arturo Valls	Raúl Cimas	Natalia de Molina	nm0885219	nm1832683	nm5131296
tt5072350	637434	181686	Juno	Viljami Nojonen	Eero Aho	nm4701414	nm4573791	nm0014247
tt5073020	1100000	21135	Kevin Carbone	Matthew Nelson	Wayne DiGeronimo	nm7657715	nm7657716	nm7657717
tt5074352	12285000	302895451	Aamir Khan	Sakshi Tanwar	Fatima Sana Shaikh	nm0451148	nm2799219	nm0760778
tt5074552	1404000	17489	Harbhajan Mann	Kashish Singh	Gurpreet Ghuggi	nm1649844	nm6087072	nm1836657
tt5077886	3670932	672079	Lucien Jean-Baptiste	Baptiste Lecaplain	Delphine Théodore	nm0419894	nm4684387	nm1887838
tt5078390	5059000	20205	Mario Ferrara	Benni Branco	Ruggiero Coppola	nm9003125	nm9003127	nm6532061
tt5078656	500000	175232	Gary Graham	Andrew Cheney	Isaiah Stratton	nm0334048	nm3553295	nm3708830
tt5082014	1203930	46083	Dulquer Salmaan	Parvathy Thiruvothu	Aparna Gopinath	nm4921260	nm2527173	nm5732706
tt5083738	15000000	95918706	Olivia Colman	Emma Stone	Rachel Weisz	nm1469236	nm1297015	nm0001838
tt5085522	1000000	385428	Brittany Ashworth	Grégory Fitoussi	Javier Botet	nm1312305	nm0280081	nm2306701
tt5086104	315900	7876	Yash Soni	Malhar Thakar	Janki Bodiwala	nm7630833	nm7630834	nm7630835
tt5088794	1011800	82144	Dragos Bucur	Gheorghe Visu	Vlad Ivanov	nm1058007	nm0899786	nm0412096
tt5089786	2428320	2091517	Dani Rovira	Karra Elejalde	Alexandra Jiménez	nm3657043	nm0253216	nm1411610
tt5091108	2000000	204901	Anna Chipovskaya	Dmitriy Pevtsov	Aleksey Chadov	nm2246436	nm0678933	nm1128120
tt5091612	21400000	10898998	Dorian Le Clech	Batyste Fleurial	Patrick Bruel	nm6870353	nm5278074	nm0115730
tt5092380	11402986	2842040	Romain Duris	Olga Kurylenko	Fantine Harduin	nm0244151	nm1385871	nm6320366
tt5095030	162000000	622674139	Paul Rudd	Evangeline Lilly	Michael Peña	nm0748620	nm1431940	nm0671567
tt5096920	639750	680791	Jacqueline Chong	Sammy Sum	Alan Chun-Kwong Luk	nm3895623	nm3169028	nm5439917
tt5098128	8775000	1003	N.T. Rama Rao Jr.	Rakul Preet Singh	Jagapathi Babu	nm1694524	nm5114849	nm0045075
tt5098836	697325	239770	Brian Clough	Peter Taylor	Jimmy Gordon	nm1101544	nm1444621	nm8668351
tt5103610	210000	508630	Joavany Alvarez	Francisco Bolívar	Júlio del Mar	nm1794260	nm3524593	nm0215629
tt5109784	30000000	44516999	Jennifer Lawrence	Javier Bardem	Ed Harris	nm2225369	nm0000849	nm0000438
tt5112054	1355812	629439	Tim Akkerman	Youp Alblas	Binck Bakker	nm9572029	nm9572036	nm7410667
tt5117670	50000000	351266433	James Corden	Fayssal Bazzi	Domhnall Gleeson	nm0179479	nm2417960	nm1727304
tt5120010	708260	4297	Cristian Bota	Toma Cuzin	Anghel Damian	nm6550916	nm1766976	nm4482833
tt5122374	17200600	17000172	Martina Stoessel	Jorge Blanco	Adrián Salzedo	nm4842644	nm3775476	nm4213067
tt5123454	505900	3832	Yasemin Pirinccioglu	Tevfik Erman Kutlu	Zeynep Fadillioglu	nm7660733	nm5499487	nm4120898
tt5128266	7020000	30598	Vikram	Samantha Ruth Prabhu	Pasupathy	nm1417314	nm3606487	nm1367730
tt5129818	394602	305993	Lee Zin-Mi	Yu-Yong	Hye-Yong	nm8223579	nm8223580	nm8223581
tt5133308	2023600	3190219	Leonardo Sbaraglia	Pablo Echarri	Clara Lago	nm0768614	nm0248371	nm1242939
tt5133392	3000000	19572	Masha Tokareva	Aleksandr Gorchilin	Natalya Pavlenkova	nm2836762	nm3331028	nm6633542
tt5140878	15000000	306515884	Anthony LaPaglia	Samara Lee	Miranda Otto	nm0001439	nm5343317	nm0001584
tt5149490	2789300	47140	Eleanor Worthington-Cox	Mark Lewis Jones	Richard Harrington	nm5732956	nm0428765	nm0364348
tt5153860	2000000	22253	Amy Johnston	Cortney Palm	Rey Goyos	nm1829217	nm2186682	nm2713676
tt5154162	250000	56364	Christia Visser	Brendon Daniels	Nse Ikpe-Etim	nm5339544	nm3125001	nm4133510
tt5154288	111572	103885	Alice Lowe	Dan Renton Skinner	Jo Hartley	nm1546686	nm1360837	nm0366846
tt5156274	607080	211728	John Connors	Fionn Walton	Kierston Wareing	nm4853381	nm4753979	nm1663573
tt5156746	19314962	189742	John Abraham	Sonakshi Sinha	Tahir Raj Bhasin	nm1303433	nm3848064	nm3795810
tt5157682	6070800	817240	Ahmed Sylla	Alice Belaïdi	Kévin Razy	nm5585713	nm3902885	nm4885772
tt5158522	1394650	118451	Ellie Kendrick	David Troughton	Jack Holden	nm1697771	nm0873739	nm5060706
tt5161018	3006232	283704	Krisztián Kolovratnik	Réka Tenki	János Kulka	nm1069559	nm2757249	nm0474603
tt5161658	15000000	1404291	Taylor Kitsch	Jennette McCurdy	James Woods	nm2018237	nm1390614	nm0000249
tt5162658	8094400	1528185	Raúl Arévalo	Bárbara Lennie	Óscar Jaenada	nm1666855	nm1036659	nm1049982
tt5164214	70000000	297718711	Sandra Bullock	Cate Blanchett	Anne Hathaway	nm0000113	nm0000949	nm0004266
tt5164432	17000000	66316289	Nick Robinson	Jennifer Garner	Josh Duhamel	nm3538718	nm0004950	nm0241049
tt5173166	13153400	9193243	Til Schweiger	Matthias Schweighöfer	Jan Josef Liefers	nm0001709	nm0777788	nm0509583
tt5176252	2742370	3185945	Macarena García	Anna Castillo	Belén Cuesta	nm3475396	nm1298582	nm3177382
tt5177088	43000000	35164920	Claire Foy	Beau Gadsdon	Sverrir Gudnason	nm2946516	nm7917803	nm0345695
tt5178964	2023600	69290	Marko Vasiljevic	Vuk Jovanovic	Ljubomir Bandovic	nm8693898	nm3826060	nm0051784
tt5179598	15000000	2556999	Ansel Elgort	Kevin Spacey	Taron Egerton	nm5052065	nm0000228	nm5473782
tt5187816	10612000	8980243	Ji-Hyo Song	He Chen	David Belle	nm1391738	nm4369305	nm1042642
tt5187886	5261360	2114260	Maribel Verdú	Antonio de la Torre	Priscilla Delgado	nm0893941	nm0209409	nm3418701
tt5191028	1326500	940000	Yu Xia	Xiaotong Guan	Roy Chiu	nm0944464	nm1714990	nm3579423
tt5193790	5299670	639967	Sophie Skelton	John Hannah	Amanda Abbington	nm5310225	nm0001314	nm0007893
tt5194044	203600	22929	Hannes Muller	Franci Swanepoel	Chantell Phillipus	nm0612147	nm3169697	nm7723796
tt5195390	2	386997	Atle Antonsen	Vera Vitali	Håkon Bøhmer	nm0031483	nm3010155	nm7837895
tt5197544	614250	1329777	Sidharth Malhotra	Katrina Kaif	Sayani Gupta	nm3289096	nm1229940	nm4668046
tt5202654	7000000	434	Aleksandr Adabashyan	Aleksandr Baluev	Marat Basharov	nm0010383	nm0051282	nm0045388
tt5207204	1700000	6457240	Maksim Abrosimov	Sergey Agafonov	Pavel Aseev	nm7735599	nm7028012	nm9148745
