tconst	Budget	Box_Office	Star_1	Star_2	Star_3	Star_num1	Star_num2	Star_num3
tt0416465	4047200	183842	Mahmood Hemaidah	Ahmed Yehia	Youssra	nm0375990	nm9537479	nm0950345
tt0416496	32377600	18381890	Penélope Cruz	Salma Hayek	Steve Zahn	nm0004851	nm0000161	nm0001872
tt0416499	6000000	1518	Dong-kun Yang	Aya Hirayama	Masaya Katô	nm1020006	nm1097272	nm0441377
tt0416508	16500000	37311672	Anne Hathaway	James McAvoy	Julie Walters	nm0004266	nm0564215	nm0910278
tt0416666	2493000	115217	George Elliot	Holly Brisley	Rhys Muldoon	nm1648591	nm0109863	nm0611761
tt0416773	1000000	11523	Robin Greenspan	Lacie Harmon	Mink Stole	nm1338998	nm0363527	nm0831467
tt0416853	2000000	124073	Yu-mi Kim	Eun-kyeong Lim	Hyung Tak Shim	nm1040505	nm1213381	nm1655340
tt0416887	2000000	53609	Josie Davis	Mayim Bialik	Joanna Clare Scott	nm0004861	nm0080524	nm1659608
tt0416908	3440120	4600000	Céline Vogt	Sandro Iannotta	Maximilian Artajo	nm1748846	nm1927360	nm1154603
tt0417001	30000000	58231520	Diane Lane	John Cusack	Elizabeth Perkins	nm0000178	nm0000131	nm0001610
tt0417056	8300000	1751490	Paris Hilton	Simon Rex	Paula Garcés	nm0385296	nm0005350	nm0305519
tt0417071	6070800	661951	Sylvie Testud	Sergi López	Camille Gauthier	nm0856500	nm0530365	nm1662423
tt0417148	33000000	62022014	Samuel L. Jackson	Julianna Margulies	Nathan Phillips	nm0000168	nm0000523	nm0680667
tt0417217	35000000	30526509	Matthew McConaughey	Al Pacino	Rene Russo	nm0000190	nm0000199	nm0000623
tt0417225	15000000	12643027	André Benjamin	Big Boi	Terrence Howard	nm0071275	nm0092216	nm0005024
tt0417385	400000	119195	Conor Donovan	Jesse Camacho	Zoe Weizenbaum	nm1331627	nm1028466	nm1494624
tt0417397	9500000	26146165	Artur Smolyaninov	Aleksey Chadov	Konstantin Kryukov	nm0810638	nm1128120	nm1663701
tt0417433	26000000	17496992	James Franco	Jordana Brewster	Tyrese Gibson	nm0290556	nm0108287	nm0879085
tt0417453	10118000	1039016	Roméo Botzaris	Isabelle Carré	Vincent Lindon	nm1945348	nm0141140	nm0512071
tt0417658	1000000	2708087	Matt Dillon	Lili Taylor	Marisa Tomei	nm0000369	nm0000666	nm0000673
tt0417741	250000000	934326396	Daniel Radcliffe	Emma Watson	Rupert Grint	nm0705356	nm0914612	nm0342488
tt0417976	7677000	30995924	Cecilia Cheung	Dong-Gun Jang	Hiroyuki Sanada	nm0156444	nm0417520	nm0760796
tt0418038	200000	461572	Douglas Cheek	Walter Cronkite	Roger Ailes	nm0154877	nm0004847	nm0014614
tt0418279	150000000	709709780	Shia LaBeouf	Megan Fox	Josh Duhamel	nm0479471	nm1083271	nm0241049
tt0418309	2023600	49910	Rüçhan Çaliskur	Ridvan Yagci	Dimitris Kaberidis	nm1662359	nm1662323	nm0434052
tt0418647	32000000	38741732	Kurt Russell	Dakota Fanning	Oded Fehr	nm0000621	nm0266824	nm0004912
tt0418689	90000000	65900249	Ryan Phillippe	Barry Pepper	Joseph Cross	nm0000202	nm0001608	nm0189200
tt0418753	2000000	709832	Linda Lovelace	Harry Reems	Dennis Hopper	nm0001483	nm0715857	nm0000454
tt0418763	72000000	96889998	Jake Gyllenhaal	Jamie Foxx	Lucas Black	nm0350453	nm0004937	nm0085407
tt0418773	1000000	3399228	Embeth Davidtz	Alessandro Nivola	David Kuhn	nm0001110	nm0005273	nm2762380
tt0418819	15000000	46770602	John Leguizamo	Asia Argento	Simon Baker	nm0000491	nm0000782	nm0048932
tt0418832	1577290	172087	Lauren Lee Smith	Eric Balfour	Polly Shannon	nm0809049	nm0050156	nm0788351
tt0419073	1167020	23675	Thure Lindhardt	Stine Fischer Christensen	Jens Arentzen	nm0511892	nm0159907	nm0034366
tt0419160	4183950	25245	Billie Piper	Luke Mably	Sam Troughton	nm0684877	nm0531101	nm0873744
tt0419198	35000000	25460023	Roberto Benigni	Jean Reno	Nicoletta Braschi	nm0000905	nm0000606	nm0000971
tt0419256	7000000	2846148	Nicholas Hoult	Miranda Richardson	Emily Watson	nm0396558	nm0001669	nm0001833
tt0419294	15000000	9045364	Tommy Lee Jones	Barry Pepper	Dwight Yoakam	nm0000169	nm0001608	nm0948267
tt0419641	10000000	489046	Ben Chaplin	Penélope Cruz	Ralph Fiennes	nm0001035	nm0004851	nm0000146
tt0419663	2000000	17986	Edward Furlong	Daniel Franzese	Andrew Keegan	nm0000411	nm0291881	nm0005080
tt0419677	969829	203450	Paddy Considine	Gary Stretch	Toby Kebbell	nm0175916	nm0834282	nm1527905
tt0419704	18000000	7365250	José Luis Gil	Andreu Buenafuente	Luis Posada	nm0317790	nm0119174	nm1229738
tt0419706	60000000	55987321	Karl Urban	Rosamund Pike	Dwayne Johnson	nm0881631	nm0683253	nm0425005
tt0419749	13000000	2636637	Vin Diesel	Peter Dinklage	Ron Silver	nm0004874	nm0227759	nm0798779
tt0419815	3000000	166620	Ron Livingston	Chris Penn	Udo Kier	nm0515296	nm0001606	nm0001424
tt0419843	10000000	17562071	Adam Brody	Kristen Stewart	Meg Ryan	nm0111013	nm0829576	nm0000212
tt0419887	20000000	74634825	Khalid Abdalla	Ahmad Khan Mahmoodzada	Atossa Leoni	nm2043234	nm2520301	nm0503033
tt0419946	20000000	22164661	John Cena	Kelly Carlson	Robert Patrick	nm1078479	nm1023018	nm0001598
tt0419952	2023600	63424	Thijs Römer	Tara Elders	Cahit Ölmez	nm1465817	nm0253108	nm0647433
tt0419984	22000000	33621851	Billy Bob Thornton	Seann William Scott	Susan Sarandon	nm0000671	nm0005405	nm0000215
tt0420015	500000	1591523	Kathy Baker	Amy Brenneman	Glenn Close	nm0000834	nm0000312	nm0000335
tt0420087	10000000	25986072	Lily Tomlin	Meryl Streep	Woody Harrelson	nm0005499	nm0000658	nm0000437
tt0420206	2731860	2096892	Robert Stadlober	Kostja Ullmann	Miriam Morgenstern	nm0821177	nm0880518	nm1177394
tt0420211	1000000	368611	Helder Mendes	António Feio	Rui Unas	nm1134603	nm0270756	nm1381904
tt0420215	2023600	180650	Barbora Bobulova	Andrea Renzi	Brigitte Catillon	nm0090469	nm0719956	nm0146165
tt0420223	30000000	53653224	Will Ferrell	Emma Thompson	Dustin Hoffman	nm0002071	nm0000668	nm0000163
tt0420233	252950	427	Dino Dvornik	Mladen Vulic	Coolio	nm0245346	nm0904415	nm0004839
tt0420238	60000000	86947965	Matthew Broderick	Emma Watson	Dustin Hoffman	nm0000111	nm0914612	nm0000163
tt0420291	850000	476630	Damian Lewis	Abigail Breslin	Amy Ryan	nm0507073	nm1113550	nm0752407
tt0420294	16000000	51764406	Jordana Brewster	Matt Bomer	Diora Baird	nm0108287	nm0093589	nm1401531
tt0420550	3000000	12781	Andrew May	Jack Hourigan	Helen Welch	nm0561865	nm1463906	nm1680189
tt0420555	10118000	6769754	Monica Bellucci	Bernard Campan	Gérard Depardieu	nm0000899	nm0132064	nm0000367
tt0420609	13000000	2613717	Toby Jones	Daniel Craig	Sandra Bullock	nm0429363	nm0185819	nm0000113
tt0420723	200000	498077	Jasper Johal	Justin Davis	Swami Krishnanad	nm0423668	nm1326123	nm2679119
tt0420740	12000000	132050	Kharl Anton Leigh	Peter Coyote	Forest Whitaker	nm2246581	nm0001075	nm0001845
tt0420835	7105050	144964	Sapphire Blossom	Christian Byers	Vince Colosimo	nm1689436	nm1693309	nm0173194
tt0420897	1011800	270778	Valeria Golino	Marco Grieco	Andrea Renzi	nm0000420	nm1705301	nm0719956
tt0421054	50000000	22984628	Keira Knightley	Mickey Rourke	Edgar Ramírez	nm0461136	nm0000620	nm1183149
tt0421073	20000000	65572887	Keanu Reeves	Forest Whitaker	Hugh Laurie	nm0000206	nm0001845	nm0491402
tt0421082	4553100	8159508	Sam Riley	Samantha Morton	Craig Parkinson	nm0727165	nm0608090	nm0971135
tt0421090	450000	7763	Taylor Handley	Dustin Seavey	Alison Folland	nm0359623	nm1400940	nm0284315
tt0421116	3000000	33699	Jennifer Ehle	Patrick Baladi	Amelia Warner	nm0000383	nm0049346	nm0912396
tt0421156	5000000	160487	Sean Patrick Flanery	Amy Jo Johnson	Bret Loehr	nm0001218	nm0005057	nm1181783
tt0421206	30000000	41480851	Dwayne Johnson	Xzibit	L. Scott Caldwell	nm0425005	nm0944702	nm0129749
tt0421229	750000	4009677	Joan Plowright	Rupert Friend	Zoë Tapper	nm0687506	nm1670029	nm1483730
tt0421237	350000	50090	Alexander Wraith	Gail Kim	Lalaine	nm2066764	nm1408932	nm0482335
tt0421238	2000000	5048693	Ray Winstone	Guy Pearce	Emily Watson	nm0935653	nm0001602	nm0001833
tt0421239	26000000	95577774	Rachel McAdams	Cillian Murphy	Brian Cox	nm1046097	nm0614165	nm0004051
tt0421715	150000000	333932083	Brad Pitt	Cate Blanchett	Tilda Swinton	nm0000093	nm0000949	nm0842770
tt0421729	40000000	138259062	Martin Lawrence	Emily Procter	Nia Long	nm0001454	nm0698346	nm0000505
tt0421974	20236000	10720864	Benoît Magimel	Clovis Cornillac	Géraldine Pailhas	nm0536095	nm0180404	nm0656768
tt0421994	7900000	2635305	Piper Perabo	Lena Headey	Matthew Goode	nm0005305	nm0372176	nm0328828
tt0422029	420000	14189	Eben Gordon	Rob Moretti	Juanita Walsh	nm1700727	nm0604344	nm0909717
tt0422091	3510000	500389	Abhishek Bachchan	John Abraham	Uday Chopra	nm0045393	nm1303433	nm0159167
tt0422093	5500000	50652203	Kimberly Elise	Steve Harris	Tyler Perry	nm0253708	nm0004996	nm1347153
tt0422236	1755000	181865	Kareena Kapoor	Fardeen Khan	Shahid Kapoor	nm0004626	nm0007228	nm1372788
tt0422249	300000	87264	Kathleen Luong	Catherine Ai	Long Nguyen	nm0526859	nm0014413	nm0629050
tt0422272	7082600	6680926	Calista Flockhart	Richard Roxburgh	Elena Anaya	nm0001222	nm0746896	nm0025745
tt0422295	16800000	2305841	Nicole Kidman	Robert Downey Jr.	Ty Burrell	nm0000173	nm0000375	nm0123092
tt0422401	1500000	208550	Kane Hodder	Joel David Moore	Deon Richmond	nm0387987	nm0601376	nm0725091
tt0422720	40000000	60917189	Kirsten Dunst	Jason Schwartzman	Rip Torn	nm0000379	nm0005403	nm0001800
tt0422774	28000000	58388068	Ice Cube	Nia Long	John C. McGinley	nm0001084	nm0000505	nm0001525
tt0422861	5000000	648183	Parker Posey	Paul Rudd	Danny DeVito	nm0000205	nm0748620	nm0000362
tt0423169	2000000	622806	Maggie Gyllenhaal	Ryan Simpkins	Sam Bottoms	nm0350454	nm1364532	nm0098734
tt0423294	100000000	149044471	Shia LaBeouf	Zooey Deschanel	Jon Heder	nm0479471	nm0221046	nm1417647
tt0423409	3905020	3931982	Steve Coogan	Jeremy Northam	Rob Brydon	nm0176869	nm0000562	nm0117339
tt0423977	12000000	5254986	Anton Yelchin	Robert Downey Jr.	Hope Davis	nm0947338	nm0000375	nm0204706
tt0424095	149000000	178120010	Hugh Jackman	Kate Winslet	Ian McKellen	nm0413168	nm0000701	nm0005212
tt0424136	950000	7022209	Patrick Wilson	Ellen Page	Sandra Oh	nm0933940	nm0680983	nm0644897
tt0424205	22000000	17709155	Diane Kruger	Benno Fürmann	Guillaume Canet	nm1208167	nm0299811	nm0133899
tt0424234	2653000	78	Jue Huang	Wen Jiang	Huang Jiao	nm1645275	nm0422638	nm0422660
tt0424345	5000000	26986174	Brian O'Halloran	Jeff Anderson	Rosario Dawson	nm0641168	nm0026879	nm0206257
tt0424774	50000000	69425966	Cayden Boyd	George Lopez	Kristin Davis	nm1064823	nm0520064	nm0004862
tt0424789	1356999	10208	Ulrich Thomsen	Helena Christensen	Henning Moritzen	nm0860947	nm0004826	nm0605786
tt0424908	11000000	6191746	Ed Harris	Diane Kruger	Matthew Goode	nm0000438	nm1208167	nm0328828
tt0424938	5000000	130416	Laura Prepon	Misha Collins	Patrick Bauchau	nm0696059	nm0172557	nm0000872
tt0424993	12000000	38368909	Jessica Simpson	Dane Cook	Dax Shepard	nm0005433	nm0176981	nm1009277
tt0425055	1000000	129664	Michael Keaton	Robert Downey Jr.	Griffin Dunne	nm0000474	nm0000375	nm0001162
tt0425061	80000000	230685453	Steve Carell	Anne Hathaway	Alan Arkin	nm0136797	nm0004266	nm0000273
tt0425112	11157200	80577265	Simon Pegg	Nick Frost	Martin Freeman	nm0670408	nm0296545	nm0293509
tt0425123	58000000	102854431	Reese Witherspoon	Mark Ruffalo	Donal Logue	nm0000702	nm0749263	nm0006610
tt0425196	8000000	886756	Eddie Redmayne	Tom Sturridge	Toni Collette	nm1519666	nm0836432	nm0001057
tt0425210	27000000	56308881	Josh Hartnett	Ben Kingsley	Morgan Freeman	nm0001326	nm0001426	nm0000151
tt0425253	6000000	156318	Alec Baldwin	Nikki Reed	Carrie-Anne Moss	nm0000285	nm1223023	nm0005251
tt0425413	10000000	33463522	Simon Pegg	Thandie Newton	Hank Azaria	nm0670408	nm0628601	nm0000279
tt0425430	16000000	55060212	Dylan McDermott	Penelope Ann Miller	Kristen Stewart	nm0001518	nm0000542	nm0829576
tt0425598	3000000	12051924	Dave Chappelle	Yasiin Bey	Lauryn Hill	nm0152638	nm0080049	nm0005012
tt0425600	200000	7129	Robin Wright	Abdellatif Kechiche	Élodie Bouchez	nm0000705	nm0444244	nm0001965
tt0425601	3584750	3876456	Robb Wells	John Paul Tremblay	Mike Smith	nm1036211	nm1033215	nm1034266
tt0425637	73439284	127816690	Tony Chiu-Wai Leung	Takeshi Kaneshiro	Fengyi Zhang	nm0504897	nm0437580	nm0955342
tt0425661	11830000	15787492	Ryûnosuke Kamiki	Hiroyuki Miyasako	Chiaki Kuriyama	nm1126340	nm1185734	nm0475752
tt0425985	5362540	1784809	Mylène Jampanoï	Xiaoran Li	Dong Fu Lin	nm1227864	nm2273079	nm0510872
tt0426114	1000000	45964	Norman Reedus	Konstantin Yushkevich	Slava Schoot	nm0005342	nm0951120	nm0774833
tt0426459	3200000	719135	Navi Rawat	Krista Allen	Balthazar Getty	nm0712550	nm0020739	nm0001267
tt0426592	35000000	71239186	Drake Bell	Leslie Nielsen	Sara Paxton	nm0068166	nm0000558	nm0668139
tt0426931	30000000	66122026	Freddie Highmore	Keri Russell	Jonathan Rhys Meyers	nm0383603	nm0005392	nm0001667
tt0427005	1011800	4928	Go Go Jean Michel Francis	Tuva Novotny	Tonya Graves	nm1537828	nm0637259	nm1170476
tt0427152	69000000	86855739	Steve Carell	Paul Rudd	Stephanie Szostak	nm0136797	nm0748620	nm1210895
tt0427229	50000000	128402901	Matthew McConaughey	Sarah Jessica Parker	Kathy Bates	nm0000190	nm0000572	nm0000870
tt0427276	750000	81280	Charles Benbrook	Grace Booth	George W. Bush	nm3851998	nm4854554	nm0124133
tt0427309	15000000	30271556	Denzel Washington	Forest Whitaker	Kimberly Elise	nm0000243	nm0001845	nm0253708
tt0427314	678499	915838	Dagrun Anholt	Heljar Berge	Odin Corcoran Isaksen	nm1374396	nm1763289	nm2234262
tt0427327	75000000	202548575	John Travolta	Queen Latifah	Nikki Blonsky	nm0000237	nm0001451	nm2284889
tt0427339	2713999	2019823	Trond Espen Seim	Jan Gunnar Røise	Evy Kasseth Røsten	nm0782627	nm0754031	nm1284277
tt0427392	80000000	40170558	Nicole Kidman	Daniel Craig	Jeremy Northam	nm0000173	nm0185819	nm0000562
tt0427461	2903866	362742	Michael Parks	Maya Sansa	Andrea Tidona	nm0662981	nm0763022	nm0862755
tt0427470	16000000	5371181	Joseph Gordon-Levitt	Jeff Daniels	Matthew Goode	nm0330687	nm0001099	nm0328828
tt0427557	200000	1430	Phillip Berry	Barbara Brower	David Brower	nm1983640	nm1982724	nm3190061
tt0427582	3000000	3470651	Eduardo Noriega	Najwa Nimri	Eduard Fernández	nm0635330	nm0632385	nm0273464
tt0427906	1517700	278388	Björn Hlynur Haraldsson	Helgi Björnsson	Arnmundur Ernst Björnsson	nm1155349	nm0084875	nm1758899
tt0427914	2731860	1216995	Laura Birn	Karoliina Vanne	Pertti Sveholm	nm1285342	nm0889218	nm0840994
tt0427944	6500000	39323027	Aaron Eckhart	Cameron Bright	Maria Bello	nm0001173	nm1080974	nm0004742
tt0427955	1861803	1366948	Eirik Evjen	Anine Eckhoff	Mehran Iqbal	nm1136019	nm1895427	nm1890436
tt0427968	9000000	7353118	David Duchovny	Julianne Moore	Billy Crudup	nm0000141	nm0000194	nm0001082
tt0427969	28000000	16800438	Adrien Brody	Ben Affleck	Diane Lane	nm0004778	nm0000255	nm0000178
tt0427998	5400000	115879	Woody Harrelson	David Cross	Dennis Farina	nm0000437	nm0189144	nm0001199
tt0428038	1000000	1843537	Elizabeth Reaser	Lois Smith	Patrick Heusinger	nm0714147	nm0809135	nm1738176
tt0428059	1456992	966593	Kenan Imirzalioglu	Olgun Simsek	Bahri Beyat	nm1090070	nm1015631	nm0079874
tt0428303	7000	70071	Ian Gamazon	Edwin Lagda	Edgar Tancangco	nm0303658	nm2471587	nm2470656
tt0428532	8094400	200369	Tomas Milian	Isabella Rossellini	Paul Freeman	nm0587401	nm0000618	nm0293550
tt0428646	10118000	15748604	Michael Herbig	Christoph Maria Herbst	Heike Makatsch	nm0378660	nm0378698	nm0538443
tt0428672	2023600	3025	Jasmin Tabatabai	Navid Navid	Mossadegh Hamid	nm0845915	nm1084794	nm7695078
tt0428803	8000000	127392693	Morgan Freeman	Charles Berling	Romane Bohringer	nm0000151	nm0075650	nm0001960
tt0429068	1200000	463542	Michael W. Smith	Jeff Obafemi Carr	J. Don Ferguson	nm0809363	nm0139737	nm0272459
tt0429078	18000000	3473290	Leon Lai	Donnie Yen	Charlie Yeung	nm0481709	nm0947447	nm0947777
tt0429153	12000000	875898	Jean-Marc Barr	Sarah Bolger	John G. Brennan	nm0000852	nm0092961	nm0107322
tt0429173	2000000	2010	Dylan McDermott	Snoop Dogg	Rose Byrne	nm0001518	nm0004879	nm0126284
tt0429277	2000000	30	Leo Grillo	Katherine Heigl	Tom Sizemore	nm0342041	nm0001337	nm0001744
tt0429493	110000000	177238796	Liam Neeson	Bradley Cooper	Sharlto Copley	nm0000553	nm0177896	nm1663205
tt0429573	14000000	29612137	Donald Sutherland	Sissy Spacek	Rachel Hurd-Wood	nm0000661	nm0000651	nm1248393
tt0429589	50000000	55181129	Paul Giamatti	Nicolas Cage	Julia Roberts	nm0316079	nm0000115	nm0000210
tt0429591	12000000	22978953	Emma Roberts	JoJo	Sara Paxton	nm0731075	nm1685658	nm0668139
tt0429609	1700000	2119800	Ana de la Reguera	Ingrid Martz	Gabriela Platas	nm0478886	nm0554456	nm0686762
tt0429715	2789300	2541675	Danny Dyer	Tamer Hassan	Geoff Bell	nm0245705	nm1268748	nm1052141
tt0429898	6070800	3992302	Barbora Bobulova	Andrea Di Stefano	Lisa Gastoni	nm0090469	nm0224331	nm0309470
tt0430051	6070800	6622909	Moritz Bleibtreu	Christian Ulmen	Franka Potente	nm0001953	nm1214637	nm0004376
tt0430105	45000000	92374674	Mark Wahlberg	Tyrese Gibson	André Benjamin	nm0000242	nm0879085	nm0071275
tt0430252	3035400	194325	Michiel Huisman	Caro Lenssen	Johnny de Mol	nm0401264	nm0502232	nm0596394
tt0430264	3400000	1508040	Dmitriy Orlov	Mikheil Gomiashvili	Vladimir Gostyukhin	nm0650114	nm1305012	nm0331724
tt0430304	64000000	101595121	Shawn Wayans	Marlon Wayans	Kerry Washington	nm0915465	nm0005541	nm0913488
tt0430308	40000000	46440624	50 Cent	Joy Bryant	Adewale Akinnuoye-Agbaje	nm1265067	nm0117146	nm0015382
tt0430357	135000000	163794509	Colin Farrell	Jamie Foxx	Li Gong	nm0268199	nm0004937	nm0000084
tt0430431	20000000	13728450	Tiffany Dupont	Luke Goss	John Noble	nm1520988	nm0331577	nm0633604
tt0430576	5000000	6410058	Sarah Polley	Tim Robbins	Sverre Anker Ousdal	nm0001631	nm0000209	nm0030153
tt0430592	4047200	194815	Daniël Boissevain	Marcel Hensema	Andy Nyman	nm0092374	nm0378102	nm0638762
tt0430768	50000	28190	Malcolm Stumpf	Patrick White	Max Paradise	nm0836220	nm2017314	nm2018751
tt0430770	16000000	50007546	Meg Ryan	Eva Mendes	Annette Bening	nm0000212	nm0578949	nm0000906
tt0430779	35000000	16627188	Jake T. Austin	Brian Dennehy	Whoopi Goldberg	nm1545471	nm0001133	nm0000155
tt0430912	70000000	38629478	Sharon Stone	David Morrissey	David Thewlis	nm0000232	nm0607375	nm0000667
tt0430919	11000000	839117	Stuart Townsend	Raphael Schwartz	Jacob Collier	nm0870204	nm2303057	nm1775528
tt0430922	28000000	92380927	Paul Rudd	Seann William Scott	Elizabeth Banks	nm0748620	nm0005405	nm0006969
tt0431021	14000000	85446075	Natasha Calis	Jeffrey Dean Morgan	Kyra Sedgwick	nm2828435	nm0604742	nm0001718
tt0431091	50000	3917	Geno Lechner	Roger Rees	Richard Eagan	nm0496087	nm0715953	nm2575090
tt0431155	50000	783	Ben Watkins	Laz Alonso	Shawna Vinson	nm1219905	nm0022306	nm1712130
tt0431197	70000000	86658558	Jamie Foxx	Chris Cooper	Jennifer Garner	nm0004937	nm0177933	nm0004950
tt0431308	30000000	156835339	Hilary Swank	Gerard Butler	Harry Connick Jr.	nm0005476	nm0124930	nm0001065
tt0431449	3035400	1881273	Francesca Inaudi	Riccardo Scamarcio	Gabriella Pession	nm1594999	nm1249052	nm0676070
tt0431461	1000000	11455	Margery Beddow	Robert Capelli Jr.	Emmanuelle Chriqui	nm1658224	nm0135066	nm0004825
tt0431764	1416520	207876	Alexandre Brik	Aurélie Saada	Morgan Perez	nm1050998	nm1488177	nm0673580
tt0431804	1150000	2077	Rex Hayashi	Tsutomu Ishizuka	Kayoko Kawahara	nm1759034	nm1766065	nm1764167
tt0431814	91000	5910042	Tsuyoshi Kusanagi	Miki Nakatani	Teruyuki Kagawa	nm0476211	nm0620397	nm0434596
tt0431842	1356999	87996	Elias Samir Al-Sobehi	Khalid Alssubeihi	Salah El Koussa	nm2544850	nm2168028	nm1172007
tt0432021	45000000	147717833	Milla Jovovich	Ali Larter	Oded Fehr	nm0000170	nm0005123	nm0004912
tt0432047	2632500	264217	Amitabh Bachchan	Abhishek Bachchan	Kay Kay Menon	nm0000821	nm0045393	nm1946407
tt0432283	40000000	46471023	George Clooney	Meryl Streep	Bill Murray	nm0000123	nm0000658	nm0000195
tt0432289	8000000	571485	Guy Pearce	Piper Perabo	William Fichtner	nm0001602	nm0005305	nm0001209
tt0432291	18000000	46201432	Tom Welling	Maggie Grace	Selma Blair	nm0919991	nm1192254	nm0004757
tt0432325	607080	3447214	Batchuluun Urjindorj	Buyandulam Daramdadi	Nansal Batchuluun	nm1759691	nm1760015	nm1759904
tt0432348	4000000	147748505	Donnie Wahlberg	Beverley Mitchell	Franky G	nm0005531	nm0005238	nm1065281
tt0432402	7000000	3572632	Sienna Miller	Guy Pearce	Hayden Christensen	nm1092227	nm0001602	nm0159789
tt0433020	5271478	881861	Hélène de Fougerolles	Jonathan Zaccaï	François Berléand	nm0288271	nm0951520	nm0075710
tt0433035	110000000	299268508	Hugh Jackman	Evangeline Lilly	Dakota Goyo	nm0413168	nm1431940	nm2023672
tt0433116	10000000	915649	Albert Brooks	Sheetal Sheth	John Carroll Lynch	nm0000983	nm0792888	nm0002253
tt0433350	500000	263200	Derek Magyar	George Jonson	Patrick Bauchau	nm1744979	nm2415024	nm0000872
tt0433362	20000000	51417188	Ethan Hawke	Willem Dafoe	Sam Neill	nm0000160	nm0000353	nm0000554
tt0433383	7000000	54641191	David Strathairn	George Clooney	Patricia Clarkson	nm0000657	nm0000123	nm0165101
tt0433386	20000000	70711175	Amber Tamblyn	Edison Chen	Arielle Kebbel	nm0848554	nm0155211	nm0444223
tt0433387	2000000	5969708	Christian Bale	Freddy Rodríguez	Eva Longoria	nm0000288	nm0135585	nm0519456
tt0433398	1300000	655927	Kieu Chinh	Long Nguyen	Diem Lien	nm0157905	nm0629050	nm1836879
tt0433405	18000000	25116	Ralph Fiennes	Donald Sutherland	Tom Hollander	nm0000146	nm0000661	nm0390903
tt0433416	9500000	20138836	Kal Penn	Irrfan Khan	Tabu	nm0671980	nm0451234	nm0007102
tt0433425	700000	279872	Naseeruddin Shah	Corin Nemec	Sarika	nm0787462	nm0005269	nm0045136
tt0433442	15000000	11994195	Sarah Michelle Gellar	Sam Shepard	Peter O'Brien	nm0001264	nm0001731	nm0639774
tt0433686	3035400	259991	Frank Lammers	Fedja van Huêt	Peggy Jane de Schepper	nm0483576	nm0404806	nm0211511
tt0434139	20000000	15852401	Zach Braff	Jacinda Barrett	Rachel Bilson	nm0103785	nm0057150	nm1377375
tt0434179	45500	107259	Shin'ya Tsukamoto	Tomomi Miyashita	Kazuhiro Nakahara	nm0875354	nm1773398	nm1269611
